year,case,title,documenturl,courtline,fileddate,citation,parallelcite,docketnum,summary,searchsnippet1,searchsnippet2,searchsnippet3,searchsnippet4
2009,,"Kehoe Component Sales, Inc. v. Best Lighting Products, Inc.",https://www.westlaw.com/Document/I202b19ec918f11deb08de1b7506ad85b/View/FullText.html?listSource=Search&list=CASE&rank=477&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, S.D. Ohio, Eastern Division.",19-Aug-09,Not Reported in F.Supp.2d,2009 WL 2591757,2:08-CV-752,"Kehoe Component Sales, Inc. d/b/a Pace Electronic Products (Pace) is a company with its principal place of business in the State of New York. Pace brought suit in the United States District Court for the Southern District of Ohio against the Ohio based company Best Lighting Products, Inc. (Best), for breach of a supply agreement between the two...","...tooling would only be used for Best's benefit, and the non- compete clause would be in effect for one year after the...","...tooling would only be used for Best's benefit, and the non- compete clause would be in effect for one year after the...",,
2010,,"AllGood Entertainment, Inc. v. Dileo Entertainment and Touring, Inc.",https://www.westlaw.com/Document/I168d464ab02511df952a80d2993fba83/View/FullText.html?listSource=Search&list=CASE&rank=410&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, S.D. New York.",19-Aug-10,Not Reported in F.Supp.2d,2010 WL 3322530,09 CIV. 5377 HB,COMMERCIAL LAW - Contracts. Failed performance binder agreement was an unenforceable agreement to agree.,"...¶ 3(B). The Binder also contained a paragraph titled  Non- competition  which provided that the artists, would agree not to consider...","...is a document titled Confidentiality and Non Disclosure Agreement with Non Compete Clause for the Michael Jackson, Janet Jackson and Jackson Family...","...is for eighteen months and appears to include confidentiality and noncompete clauses. See id. ¶¶ 4, 11, 16. This agreement was...",
2007,,"JAMES LACEY and DeSHAZO SERVICE COMPANY, LLC, Plaintiffs, v. CRANE AMERICA SERVICES, INC., Defendant.",https://www.westlaw.com/Document/I4b634b5046df11e89d97ba661a8e31a6/View/FullText.html?listSource=Search&list=CASE&rank=233&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, N.D. Georgia, Atlanta Division.",20-Aug-07,Slip Copy,2007 WL 9706837,1:07-CV-1360-BBM,"This action for declaratory and injunctive relief is before the court on the Motion for Summary Judgment [Doc. No. 5] and the Motion for Speedy Hearing [Doc. No. 6], both filed by Plaintiffs. Plaintiff James Lacey (Mr. Lacey) began working for Defendant Crane America Services, Inc. (Crane) as a Service Manager on October...",...application of Georgia law to determine the validity of a non- competition agreement is not arbitrary or constitutionally impermissible where the person...,"...concern that individuals may flock to Georgia to invalidate their non- competition agreements, then rush back to previous out-of-state residences...",...attempt to [geographically] limit its declaratory judgments in cases involving non- competition agreements. The evidence thus far pertaining to DeShazo's operations in...,
2006,,"Guerrero v. J.W. Hutton, Inc.",https://www.westlaw.com/Document/I1a85872a311e11db8ac4e022126eafc3/View/FullText.html?listSource=Search&list=CASE&rank=216&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States Court of Appeals, Eighth Circuit.",21-Aug-06,458 F.3d 830,2006 WL 2389377,06-1352,"LABOR AND EMPLOYMENT - Hours and Wages. Former employee was an exempt administrative employee, who was not entitled to overtime.",...to federal court and counterclaimed for a breach of a non- compete agreement. The United States District Court for the Southern District...,"...not impact employer's remaining counterclaim for a breach of a non- compete agreement. Fair Labor Standards Act of 1938, §1 et...",...to federal court and counterclaimed for a breach of a non- compete agreement.  The district court 1 granted J.W. Hutton's motion for...,"...a subrogation analyst in March 2002, and she signed a non- compete agreement as a condition of her employment.  Her job required..."
2006,,Thyroff v. Nationwide Mut. Ins. Co.,https://www.westlaw.com/Document/If34305b0314211dbbb4d83d7c3c3a165/View/FullText.html?listSource=Search&list=CASE&rank=329&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States Court of Appeals, Second Circuit.",21-Aug-06,460 F.3d 400,2006 WL 2391162,05-4005-CV,TORTS - Conversion. Certification of question of whether claim for conversion of electronic data was cognizable under New York law was warranted.,...reject Thyroff' s position that the expiration of the contract's non- compete clause created an affirmative contractual obligation requiring that defendants provide...,"...a]gency [s]ecurity [c]ompensation and is, in part, a type of non- compete clause.  According to 11(f)(1), if an agent is...",,
2007,,"Synergetics, Inc. v. Hurst",https://www.westlaw.com/Document/I1dd64fe255dd11dcbd4c839f532b53c5/View/FullText.html?listSource=Search&list=CASE&rank=154&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, E.D. Missouri, Eastern Division.",21-Aug-07,Not Reported in F.Supp.2d,2007 WL 2422871,4:04CV318CDP,"Synergetics, Inc. won a judgment of more than two million dollars against Charles Hurst and Michael McGowan following a jury trial. Hurst and McGowan now move to vacate the judgment and alternatively seek sanctions. They assert that Synergetics engaged in obstruction of justice and witness tampering by inducing a witness for the defense,...","...Scheller had set up a sham company to avoid a non- compete agreement Scheller had with a former employer, Infinitech. Hurst and...",...it. The revisions substantially changed the scope of the agreed covenant not to compete: while Lumpkin and Scheller had only agreed that Lumpkin would...,"...two-million dollar verdict. Although Lumpkin did not have a non- compete agreement, he was working as a consultant for Synergetics when...",
2008,,"Scheurer Hosp. v. ADM Imaging Technologies, Inc.",https://www.westlaw.com/Document/Ida954bbf728f11ddb7e583ba170699a5/View/FullText.html?listSource=Search&list=CASE&rank=408&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, E.D. Michigan, Northern Division.",21-Aug-08,Not Reported in F.Supp.2d,2008 WL 3891398,08-13035-BC,"On July 14, 2008, Defendant ADM Imaging Technologies, Inc. removed this case from the Circuit Court for the County of Tuscola, Michigan. In state court, Plaintiffs Scheurer Hospital, Huron Memorial Hospital, Marlette Community Hospital, McKenzie Memorial Hospital, Caro Community Hospital, Hills and Dales General Hospital, and Thumb MRI Center,...","...to Defendant, such action, if taken by Plaintiffs, might violate non- competitive provisions contained in the limited liability company's operating agreement. During...",,,
2008,,"Garden & Gun, LLC v. TwoDalGals, LLC",https://www.westlaw.com/Document/Ib743c62474f311ddb6a3a099756c05b7/View/FullText.html?listSource=Search&list=CASE&rank=762&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, W.D. North Carolina, Charlotte Division.",21-Aug-08,Not Reported in F.Supp.2d,2008 WL 3925276,CIV 3:08CV349,"THIS MATTER is before the Court on the Plaintiff's Motion for Temporary Restraining Order [Doc. 4], filed July 30, 2008, which has previously been converted to a motion for a preliminary injunction on July 31, 2008. For the reasons stated below, the motion is granted in part and denied in part. On July 28, 2008, the Plaintiff Garden & Gun, LLC...","...482, 488 (5th Cir.1971) When products or services are noncompeting, the confusion at issue is one of sponsorship, affiliation, or...",,,
2008,,"Zimmer Melia & Associates, Inc. v. Stallings",https://www.westlaw.com/Document/Iea1f903571d611dd9876f446780b7bdc/View/FullText.html?listSource=Search&list=CASE&rank=28&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, M.D. Tennessee, Nashville Division.",21-Aug-08,Not Reported in F.Supp.2d,2008 WL 3887664,3:08-0663,"Pending before the Court is Plaintiffs' Motion for Preliminary Injunction Against Defendants (Plaintiffs' Motion) (Doc. No. 9) and Memorandum in Support (Doc. No. 10). Defendants have submitted a Response in Opposition to Plaintiff's Motion (Doc. No. 24), and Plaintiffs have filed a further Reply to Response to Plaintiff's Motion (Doc. No. 43). A...","...preliminary injunction against Defendant Kirk Stallings' alleged violation of a non- compete covenant entered into with Plaintiff Zimmer Melia & Associates, Inc. on grounds...",...The employment agreement between Mr. Stallings and FMC contained a non- compete agreement which prohibited Mr. Stallings from competing against FMC for...,"...the APA required Mr. Fields to sign a Confidentiality and Non- Competition Agreement (the Fields Non- compete ). In pertinent part, the Fields Non- Compete prohibited Mr. Fields from soliciting customers or sales associates or...",...termination of employment with Zimmer Melia. Consideration for the Fields Non- Compete was itemized on Schedule 3.5 of the APA at...
2008,,"Datamill, Inc. v. Northrop Grumman Corp.",https://www.westlaw.com/Document/Ib71d5ec0b95a11e7a814f1ab34e02c4f/View/FullText.html?listSource=Search&list=CASE&rank=747&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, N.D. Alabama, Northeastern Division.",21-Aug-08,Slip Copy,2008 WL 11380001,5:07-CV-02281-CLS,"This action is before the court on two separate motions for a more definite statement filed by defendants, Northrop Grumman Corp. (Northrop) and Avantix, LLC (Avantix), respectively. Defendants argue that the complaint filed by plaintiff, Datamill, Inc., is not pled with the specificity required by Federal Rules of Civil...","...software program, so that Northrop Grumman and Avantix could obtain noncompetitive sole source contracts from the federal government. 13 Id...",,,
2009,,"Aspen Grove, Inc. v. Gulf Underwriters Insurance Company",https://www.westlaw.com/Document/Ia7912c1062f811e7bb97edaf3db64019/View/FullText.html?listSource=Search&list=CASE&rank=582&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, N.D. Texas, Dallas Division.",21-Aug-09,Slip Copy,2009 WL 10677475,3: 08-CV-1179-B,"Before the Court are cross-motions for summary judgment filed by the parties, namely, Plaintiff Aspen Grove, Inc.'s Motion for Partial Summary Judgment (doc. 24), Defendant Gulf Underwriters Insurance Company's Motion for Summary Judgment (doc. 29), as well as Defendant Gulf Underwriters Insurance Company's Motion to Strike and Objections to...","...to trade secret information and was subject to confidentiality and noncompetition restrictions and agreements. ( Id. at ¶¶3840, 44.) Hardiman...",...¶¶3940.) HomeTracker's partnership agreement with Hardiman contained a non- compete clause prohibiting any involvement with a business engaged in the...,,
2008,,Williamson v. Recovery Ltd. Partnership,https://www.westlaw.com/Document/Iab658e26701011ddbc7bf97f340af743/View/FullText.html?listSource=Search&list=CASE&rank=331&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States Court of Appeals, Second Circuit.",22-Aug-08,542 F.3d 43,2008 WL 3876570,"07-0746-CV(XAP), 07-0548-CV(L)","MARITIME LAW - Jurisdiction. Contracts involving shipwreck recovery were all maritime, and thus subject to federal admiralty jurisdiction.","...General 16 10(2) k. Nature of contract in general. Noncompete agreements, whereby workers promised not to work independently on the...","...the project, Plaintiffs and Thompson entered into non-disclosure and non- compete agreements that gave Plaintiffs rights to a fraction of a...","...contracts reference maritime service or maritime transactions.  The contracts concern:  non- compete agreements, whereby the hired workers promised not to work on...","...may be correct in stating that these are just standard non- compete, nondisclosure, and lease contract agreements, they are incorrect in arguing..."
2005,,"O.J. Distributing, Inc. v. Hornell Brewing Co., Inc.",https://www.westlaw.com/Document/I9e0306a8181111da974abd26ac2a6030/View/FullText.html?listSource=Search&list=CASE&rank=149&sessionScopeId=b148ef7b263a93e7be26a0ca3b0848336dc62882a98ffc68849e42f08b111e5e&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, E.D. Michigan, Southern Division.",23-Aug-05,Not Reported in F.Supp.2d,2005 WL 2063948,98-71940,"Plaintiff O.J. Distributing, Inc. filed suit against Defendant Hornell Brewing Co., Inc. alleging breach of a distributing agreement entered into between the parties on September 16, 1995. Defendant filed a Motion for Summary Judgment on March 7, 2005. This Court referred Defendant's Motion to Magistrate Judge Mona K. Majzoub on April 21, 2005....","...agreement. Second, Defendant maintains Plaintiff sold competing products despite a non- compete clause found in the agreement. The absence of a genuine...",...change in control also remains to be decided. ii. The Non- Compete Clause Defendant seeks summary judgment based on the alleged breach of the non- compete clause found in the distribution agreement. Section 2.2 of...,,
